product_id,product_name,platform,product_price
843,Y-find,bash,$217.43
844,Hatity,basic,$1735.46
845,Fintone,c#,$1652.51
846,Sonair,basic,$351.43
847,Regrant,assembly,$1389.90
848,Bamity,javascript,$633.11
849,Subin,assembly,$156.00
850,Bamity,basic,$1616.62
851,Konklab,c#,$1438.81
852,Biodex,basic,$1269.05
853,Overhold,basic,$1325.40
854,Flexidy,assembly,$1902.91
855,Sonsing,assembly,$604.65
856,Keylex,basic,$1620.82
857,Span,basic,$601.70
858,Solarbreeze,assembly,$1417.45
859,Wrapsafe,basic,$1590.95
860,Cookley,basic,$1847.46
861,Sub-Ex,c#,$663.18
862,Sonair,assembly,$1755.71
863,Stringtough,basic,$572.53
864,Kanlam,basic,$463.06
865,Latlux,assembly,$707.82
866,Aerified,basic,$193.98
867,Bamity,c,$624.17
868,Fix San,assembly,$1847.21
869,Viva,basic,$407.40
870,Zoolab,basic,$801.50
871,Y-Solowarm,basic,$554.55
872,Span,basic,$411.93
873,Bytecard,javascript,$700.14
874,Aerified,assembly,$1011.10
875,Stringtough,assembly,$848.42
876,Otcom,basic,$1483.77
877,Asoka,basic,$846.07
878,Zaam-Dox,assembly,$433.04
879,Zamit,bash,$431.48
880,Zontrax,power_shell,$1369.30
881,Bitchip,basic,$393.65
882,Mat Lam Tam,c#,$275.16
883,Domainer,assembly,$773.02
884,Toughjoyfax,assembly,$272.45
885,Holdlamis,basic,$1234.30
886,Wrapsafe,basic,$1551.53
887,Regrant,javascript,$1736.08
888,Quo Lux,assembly,$1603.90
889,Fintone,assembly,$125.37
890,Tin,assembly,$1374.63
891,Rank,basic,$456.42
892,Konklux,basic,$148.79
893,Treeflex,power_shell,$1038.28
894,Mat Lam Tam,javascript,$1209.96
895,Zamit,power_shell,$1052.26
896,Sonair,bash,$1671.48
897,It,assembly,$966.12
898,Sonair,assembly,$376.51
899,Viva,c#,$509.43
900,Prodder,basic,$1120.14
901,Daltfresh,javascript,$1059.53
902,Fixflex,assembly,$823.74
903,Sub-Ex,basic,$1281.17
904,Greenlam,basic,$660.83
905,Solarbreeze,assembly,$1432.87
906,Domainer,basic,$1359.95
907,Veribet,javascript,$1990.47
908,Kanlam,assembly,$1815.72
909,Domainer,javascript,$370.10
910,Domainer,javascript,$1164.57
911,Andalax,basic,$702.03
912,Daltfresh,basic,$316.54
913,Home Ing,javascript,$291.64
914,Greenlam,basic,$581.14
915,Zaam-Dox,basic,$1076.65
916,Trippledex,bash,$1326.65
917,Tresom,basic,$1724.53
918,Kanlam,basic,$184.37
919,Pannier,javascript,$1141.85
920,Alphazap,javascript,$1575.72
921,Cookley,assembly,$1723.68
922,Mat Lam Tam,basic,$133.26
923,Zaam-Dox,assembly,$1146.70
924,Voyatouch,basic,$751.80
925,Cardify,assembly,$779.39
926,Aerified,c#,$985.93
927,Daltfresh,basic,$702.68
928,Sonsing,assembly,$847.35
929,Span,basic,$864.99
930,Opela,basic,$1126.09
931,Namfix,assembly,$1742.70
932,Sonair,basic,$1820.22
933,Cardguard,assembly,$1873.93
934,Rank,basic,$1507.48
935,Fintone,basic,$468.21
936,Tresom,basic,$1970.16
937,Treeflex,c#,$1012.49
938,Fix San,javascript,$1790.37
939,Domainer,bash,$1621.76
940,Alpha,basic,$157.88
941,Namfix,c#,$1605.90
942,Domainer,assembly,$241.08
943,Opela,basic,$978.12
944,Veribet,assembly,$668.53
945,Cardguard,assembly,$1038.53
946,Flowdesk,basic,$1809.52
947,Flexidy,assembly,$107.73
948,Konklux,power_shell,$123.74
949,Viva,basic,$1268.82
950,Alphazap,assembly,$1721.66
951,Cookley,assembly,$1872.00
952,Holdlamis,basic,$1432.47
953,Span,javascript,$1379.23
954,Zamit,basic,$114.53
955,Holdlamis,basic,$1871.28
956,Zaam-Dox,assembly,$1766.57
957,Alpha,basic,$772.85
958,Veribet,assembly,$1732.96
959,Subin,basic,$1431.28
960,Alphazap,basic,$638.12
961,Zoolab,basic,$1228.04
962,Ventosanzap,assembly,$1621.84
963,Matsoft,assembly,$1400.80
964,Cookley,javascript,$747.15
965,Tempsoft,assembly,$256.98
966,Mat Lam Tam,basic,$1790.22
967,Trippledex,basic,$870.02
968,Y-Solowarm,javascript,$1324.32
969,Regrant,basic,$1868.63
970,Zoolab,basic,$1056.57
971,Namfix,c#,$221.31
972,Y-Solowarm,bash,$1785.22
973,Stringtough,power_shell,$128.76
974,Quo Lux,basic,$941.58
975,Vagram,basic,$534.01
976,Zoolab,basic,$1889.97
977,Duobam,basic,$783.15
978,Daltfresh,javascript,$355.62
979,Konklux,basic,$340.67
980,Keylex,basic,$550.52
981,Treeflex,assembly,$1075.92
982,Bigtax,basic,$112.60
983,Alpha,basic,$1396.73
984,Holdlamis,basic,$316.80
985,It,basic,$1336.86
986,Lotstring,bash,$1795.72
987,Cookley,basic,$198.74
988,Konklux,basic,$871.25
989,Subin,basic,$1052.58
990,Stim,basic,$1844.99
991,Sonair,assembly,$1020.95
992,Zamit,basic,$1760.74
993,Pannier,basic,$897.20
994,Tampflex,assembly,$254.71
995,Job,basic,$333.46
996,Veribet,basic,$1186.53
997,Sub-Ex,javascript,$131.21
998,Duobam,basic,$857.58
999,Lotstring,javascript,$1055.91
1000,Ronstring,javascript,$304.18
